-74.189999,40.671001,-74.153071,40.707982
-73.878249,40.581702,-73.766710,40.639962
-73.878249,40.581702,-73.766710,40.639962
-73.861564,40.857285,-73.828345,40.874226
-73.983825,40.718849,-73.971628,40.729441
-74.203266,40.535842,-74.171853,40.565503
-74.092904,40.588999,-74.052230,40.609103
-73.938591,40.752146,-73.902027,40.770037
-73.928279,40.774623,-73.917967,40.782643
-73.797297,40.738291,-73.775740,40.770411
-73.805770,40.666526,-73.772204,40.690003
-74.019429,40.594141,-73.995595,40.613905
-74.017685,40.700120,-74.013770,40.704891
-74.019344,40.703946,-74.012443,40.719140
-74.041898,40.602880,-74.015148,40.644322
-73.803792,40.773044,-73.766760,40.796748
-73.795658,40.743334,-73.753772,40.779114
-73.961052,40.679898,-73.940329,40.703672
-73.901081,40.858146,-73.881470,40.879226
-73.746723,40.723092,-73.710501,40.750397
-73.891773,40.848229,-73.880610,40.867266
-74.000234,40.588434,-73.971485,40.615573
-74.010505,40.592545,-73.979640,40.626834
-74.206014,40.579841,-74.114872,40.635075
-73.972873,40.798050,-73.958174,40.805798
-73.994903,40.679323,-73.978044,40.692132
-74.007358,40.612647,-73.972905,40.644570
-73.940738,40.541828,-73.862675,40.576068
-73.825921,40.702281,-73.790734,40.719217
-73.968891,40.573439,-73.952360,40.591606
-73.834848,40.594594,-73.814754,40.615241
-73.883977,40.841529,-73.868236,40.878519
-73.871084,40.857274,-73.856639,40.871519
-74.003015,40.689145,-73.989031,40.703385
-73.982460,40.695940,-73.962181,40.709091
-73.982460,40.695940,-73.962181,40.709091
-73.926381,40.652104,-73.898808,40.675515
-73.933920,40.688555,-73.901234,40.709404
-73.944389,40.679229,-73.896468,40.713381
-73.747731,40.683249,-73.725799,40.703490
-73.919952,40.622527,-73.877146,40.655211
-73.919952,40.622527,-73.877146,40.655211
-74.003294,40.671838,-73.987226,40.685262
-73.959648,40.796918,-73.941773,40.811451
-73.952103,40.805738,-73.933831,40.836209
-73.981649,40.764287,-73.949222,40.800591
-74.255593,40.496124,-74.205698,40.558524
-74.005893,40.707956,-73.991778,40.718025
-73.793509,40.834473,-73.765334,40.860518
-73.793509,40.834473,-73.765334,40.860518
-73.910492,40.829112,-73.890277,40.861538
-73.997308,40.754715,-73.982367,40.769799
-73.970133,40.679211,-73.953283,40.698334
-74.003759,40.759635,-73.988064,40.773518
-73.843243,40.859096,-73.815789,40.887792
-74.000649,40.681732,-73.992365,40.691203
-73.869236,40.765468,-73.825139,40.798517
-73.869236,40.765468,-73.825139,40.798517
-74.012177,40.679652,-73.997771,40.694065
-74.012177,40.679652,-73.997771,40.694065
-74.013033,40.569538,-73.959393,40.584653
-73.867911,40.734291,-73.847510,40.748860
-73.855836,40.748860,-73.850866,40.755118
-73.826243,40.833864,-73.811701,40.849142
-73.901227,40.834354,-73.886599,40.843533
-73.897174,40.822518,-73.872773,40.840171
-73.963184,40.664504,-73.921648,40.683445
-73.962589,40.662856,-73.928685,40.671720
-73.904048,40.674241,-73.861064,40.695159
-73.759218,40.738449,-73.713520,40.782902
-73.991435,40.689939,-73.979169,40.700778
-73.995447,40.697455,-73.979056,40.705968
-74.027544,40.603616,-73.997242,40.633230
-74.008205,40.739761,-73.991634,40.757119
-73.927318,40.818021,-73.905017,40.843211
-73.876389,40.756642,-73.854497,40.771776
-73.948415,40.631846,-73.925745,40.656546
-73.931909,40.639803,-73.908559,40.665523
-73.820851,40.746147,-73.794579,40.761425
-73.948313,40.791566,-73.926511,40.819676
-73.948313,40.791566,-73.926511,40.819676
-73.955779,40.782837,-73.935054,40.798137
-73.909450,40.636294,-73.855686,40.681362
-73.903476,40.657415,-73.881857,40.676901
