-7399,4075,15,78.47816293025222
-7399,4075,29,77.73259524512093
-7399,4075,22,76.87066891201765
-7399,4075,28,76.82029842111804
-7399,4075,14,75.59086448402098
-7399,4075,30,75.26669238616431
-7398,4075,15,75.01413643319005
-7399,4075,23,74.95757515569942
-7399,4075,16,74.88258221813102
-7398,4075,29,74.06624258628882
-7399,4075,21,73.66299725970148
-7398,4075,28,73.58378333127557
-7399,4075,27,73.50935319248816
-7398,4075,22,73.42648107198575
-7399,4074,30,72.91574117822718
-7399,4074,15,72.79502083970243
-7398,4075,14,72.53036471293663
-7399,4074,23,72.39965469604911
-7399,4074,29,72.18100736963017
-7399,4075,13,71.96221934351595
-7399,4074,22,71.90875345932085
-7399,4074,16,71.64409733255505
-7398,4075,30,71.36776313108348
-7398,4075,23,71.28235841606654
-7398,4076,15,71.06202269330458
-7399,4075,9,70.82452160772209
-7398,4075,16,70.56844816236656
-7398,4075,21,70.46742578117686
-7398,4075,27,70.29126976272349
-7399,4074,28,70.14353508271068
-7398,4076,28,69.9309378431875
-7398,4076,29,69.89323032486041
-7398,4076,22,69.43862960950672
-7398,4076,14,69.27738775874988
-7399,4075,8,69.14484864582411
-7399,4074,14,69.06676031496019
-7399,4075,24,69.01301303137458
-7398,4075,13,68.94829117155945
-7399,4074,24,68.51085581902629
-7399,4075,26,68.46259582355545
-7400,4073,24,68.18907561598887
-7399,4074,21,68.16867416017759
-7399,4074,9,68.05414460824385
-7399,4075,17,67.30069774017853
-7400,4073,30,67.24455856177366
-7398,4075,9,67.15859104797573
-7398,4076,27,67.00339928411466
-7398,4076,21,66.99903759356191
-7398,4076,23,66.98862581611338
-7399,4074,27,66.93614482978502
