-7399,4075,15,79.39845481859541
-7399,4075,22,77.06821726123778
-7399,4075,14,76.2526341161626
-7399,4075,29,76.05844765304946
-7398,4075,15,75.61181878788925
-7399,4075,16,75.2817018005969
-7399,4075,21,75.24286450797429
-7399,4075,28,75.06809669117246
-7399,4075,23,74.19425760716335
-7399,4075,30,74.03890843667284
-7398,4075,29,73.94444320287084
-7398,4075,28,73.94444320287084
-7398,4075,14,73.30099987684292
-7399,4074,15,73.22332529159766
-7398,4075,22,72.8349523653714
-7399,4075,27,72.62134725594694
-7399,4074,23,72.05820651291884
-7398,4075,30,71.84686618889124
-7398,4075,16,71.80728926409918
-7399,4074,22,71.70867087931519
-7399,4074,16,71.55332170882468
-7398,4076,15,71.26204201415499
-7398,4075,21,71.04843690473054
-7399,4075,13,70.64064533219295
-7399,4075,9,70.62122668588162
-7398,4075,23,70.60180803957032
-7399,4074,30,70.21343511334405
-7398,4076,14,70.17459782072142
-7398,4076,28,69.94157406498566
-7399,4074,29,69.61145707769332
-7398,4075,27,69.4366892608915
-7399,4074,14,69.20366550515573
-7398,4076,29,69.04831633466522
-7399,4074,21,68.95122310310866
-7399,4075,8,68.48517559163713
-7398,4075,13,68.40750100639187
-7399,4074,28,68.19389589696742
-7398,4076,22,68.07738401909954
-7399,4075,17,67.96087214123166
-7398,4075,9,67.8831975559864
-7399,4074,27,67.49482462976013
-7399,4075,7,67.35889410558093
-7398,4076,30,67.28121952033568
-7399,4075,26,67.08703305722254
-7399,4074,17,66.73749742361889
-7398,4076,13,66.65982283837364
-7399,4075,24,66.56272960681707
-7399,4074,9,66.38796179001525
-7399,4074,24,66.27144991214736
-7398,4076,23,66.23261261952474
